Time,Object,Error,Delta Error,Left Motor,Right Motor
15.424,384,-8,0,9.463812436289503,7.866942719116633
15.456,384,-8,0,9.463812436289503,7.866942719116633
15.488,384,-8,0,9.463812436289503,7.866942719116633
15.52,384,-8,0,9.463812436289503,7.866942719116633
15.552,384,-8,0,9.463812436289503,7.866942719116633
15.584,385,-9,-1,9.52069425901202,7.504470349445681
15.616,385,-9,0,9.52069425901202,7.740295331501109
15.648,384,-8,1,9.463812436289503,7.90616322752763
15.68,384,-8,0,9.463812436289503,7.866942719116633
15.712,384,-8,0,9.463812436289503,7.866942719116633
15.744,384,-8,0,9.463812436289503,7.866942719116633
15.776,384,-8,0,9.463812436289503,7.866942719116633
15.808,384,-8,0,9.463812436289503,7.866942719116633
15.84,383,-7,1,9.407002747428278,8.033080721027586
15.872,383,-7,0,9.407002747428278,7.9958974048888205
15.904,383,-7,0,9.407002747428278,7.9958974048888205
15.936,383,-7,0,9.407002747428278,7.9958974048888205
15.968,382,-6,1,9.350134667179688,8.162655279146026
16.0,383,-7,-1,9.407002747428278,7.7554443929897285
16.032,382,-6,1,9.350134667179688,8.162655279146026
16.064,382,-6,0,9.350134667179688,8.12755182366833
16.096,382,-6,0,9.350134667179688,8.12755182366833
16.128,382,-6,0,9.350134667179688,8.12755182366833
16.16,382,-6,0,9.350134667179688,8.12755182366833
16.192,382,-6,0,9.350134667179688,8.12755182366833
16.224,382,-6,0,9.350134667179688,8.12755182366833
16.256,382,-6,0,9.350134667179688,8.12755182366833
16.288,382,-6,0,9.350134667179688,8.12755182366833
16.32,382,-6,0,9.350134667179688,8.12755182366833
16.352,382,-6,0,9.350134667179688,8.12755182366833
16.384,382,-6,0,9.350134667179688,8.12755182366833
16.416,382,-6,0,9.350134667179688,8.12755182366833
16.448,382,-6,0,9.350134667179688,8.12755182366833
16.48,382,-6,0,9.350134667179688,8.12755182366833
16.512,382,-6,0,9.350134667179688,8.12755182366833
16.544,382,-6,0,9.350134667179688,8.12755182366833
16.576,382,-6,0,9.350134667179688,8.12755182366833
16.608,381,-5,1,9.293075684380034,8.295290674085665
16.64,382,-6,-1,9.350134667179688,7.88440227984444
16.672,381,-5,1,9.293075684380034,8.295290674085665
16.704,381,-5,0,9.293075684380034,8.26232380502402
16.736,381,-5,0,9.293075684380034,8.26232380502402
16.768,381,-5,0,9.293075684380034,8.26232380502402
16.8,381,-5,0,9.293075684380034,8.26232380502402
16.832,381,-5,0,9.293075684380034,8.26232380502402
16.864,380,-4,1,9.235690235690235,8.431419489080012
16.896,381,-5,-1,9.293075684380034,8.016199014243025
16.928,380,-4,1,9.235690235690235,8.431419489080012
16.96,380,-4,0,9.235690235690235,8.40066127473422
16.992,381,-5,-1,9.293075684380034,8.016199014243025
17.024,380,-4,1,9.235690235690235,8.431419489080012
17.056,380,-4,0,9.235690235690235,8.40066127473422
17.088,380,-4,0,9.235690235690235,8.40066127473422
17.12,380,-4,0,9.235690235690235,8.40066127473422
17.152,380,-4,0,9.235690235690235,8.40066127473422
17.184,380,-4,0,9.235690235690235,8.40066127473422
17.216,380,-4,0,9.235690235690235,8.40066127473422
17.248,380,-4,0,9.235690235690235,8.40066127473422
17.28,380,-4,0,9.235690235690235,8.40066127473422
17.312,380,-4,0,9.235690235690235,8.40066127473422
17.344,380,-4,0,9.235690235690235,8.40066127473422
17.376,380,-4,0,9.235690235690235,8.40066127473422
17.408,380,-4,0,9.235690235690235,8.40066127473422
17.44,379,-3,1,9.17783857729138,8.57150816665603
17.472,380,-4,-1,9.235690235690235,8.151261852388027
17.504,379,-3,1,9.17783857729138,8.57150816665603
17.536,379,-3,0,9.17783857729138,8.543047592433778
17.568,379,-3,0,9.17783857729138,8.543047592433778
17.6,379,-3,0,9.17783857729138,8.543047592433778
17.632,379,-3,0,9.17783857729138,8.543047592433778
17.664,380,-4,-1,9.235690235690235,8.151261852388027
17.696,379,-3,1,9.17783857729138,8.57150816665603
17.728,379,-3,0,9.17783857729138,8.543047592433778
17.76,378,-2,1,9.119375573921033,8.716062782883826
17.792,378,-2,0,9.119375573921033,8.690007666419785
17.824,379,-3,-1,9.17783857729138,8.290050759975122
17.856,378,-2,1,9.119375573921033,8.716062782883826
17.888,378,-2,0,9.119375573921033,8.690007666419785
17.92,378,-2,0,9.119375573921033,8.690007666419785
17.952,378,-2,0,9.119375573921033,8.690007666419785
17.984,378,-2,0,9.119375573921033,8.690007666419785
18.016000000000002,378,-2,0,9.119375573921033,8.690007666419785
18.048000000000002,378,-2,0,9.119375573921033,8.690007666419785
18.080000000000002,379,-3,-1,9.17783857729138,8.290050759975122
18.112000000000002,378,-2,1,9.119375573921033,8.716062782883826
18.144000000000002,378,-2,0,9.119375573921033,8.690007666419785
18.176000000000002,378,-2,0,9.119375573921033,8.690007666419785
18.208000000000002,378,-2,0,9.119375573921033,8.690007666419785
18.240000000000002,378,-2,0,9.119375573921033,8.690007666419785
18.272000000000002,378,-2,0,9.119375573921033,8.690007666419785
18.304000000000002,378,-2,0,9.119375573921033,8.690007666419785
18.336000000000002,378,-2,0,9.119375573921033,8.690007666419785
18.368000000000002,378,-2,0,9.119375573921033,8.690007666419785
18.400000000000002,378,-2,0,9.119375573921033,8.690007666419785
18.432000000000002,378,-2,0,9.119375573921033,8.690007666419785
18.464,378,-2,0,9.119375573921033,8.690007666419785
18.496,378,-2,0,9.119375573921033,8.690007666419785
18.528,377,-1,1,9.06019182008599,8.875921682897419
18.56,378,-2,-1,9.119375573921033,8.4330641108134
18.592,377,-1,1,9.06019182008599,8.875921682897419
18.624,377,-1,0,9.060149381981624,8.842115017151277
